# Per-file Black Level [DN]
file,R,G1,G2,B,used
out.000040.json,94.0,96.0,95.0,200.0,96
out.000041.json,93.239,95.0,96.0,199.0,96
out.000042.json,93.0,95.0,95.239,198.0,95
out.000043.json,93.0,95.0,95.0,199.239,95
out.000044.json,94.0,96.0,96.0,200.239,96
out.000045.json,94.0,95.239,96.0,200.239,96
out.000046.json,94.0,96.0,96.0,201.0,96
out.000047.json,94.0,96.0,96.0,200.0,96
out.000048.json,93.0,95.0,96.0,200.239,96
out.000049.json,95.0,97.0,97.0,204.0,97
out.000050.json,100.0,102.0,101.0,235.0,102

# Per-file White Balance [scale]
file,R,G1,G2,B
out.000040.json,1.067291586957446,1.0128165820834107,0.9875037366855992,0.6632823439275052
out.000041.json,1.0633146461107217,1.0051837498550868,0.9948694412116643,0.6666227333135634
out.000042.json,1.049158989911385,0.994041440019931,1.00603042528156,0.6686077363496719
out.000043.json,1.0492959529959984,0.9929184240797546,1.0071833142912705,0.6787873326889365
out.000044.json,1.0440030879359954,0.9867338816662243,1.0136276914690652,0.6647563189498673
out.000045.json,1.0437291249164997,0.9876267155487781,1.0126872503666016,0.6713555261942359
out.000046.json,1.0439305655658697,0.9895218575861585,1.010702425490773,0.6528619528619528
out.000047.json,1.0416137483902483,0.986769370567003,1.0135902444083382,0.6404675699143171
out.000048.json,1.0392491618530344,0.9902562373567094,1.0099374183343648,0.6310034051969535
out.000049.json,1.0345232240083526,0.9970312097196696,1.0029865230012465,0.6200975448287276
out.000050.json,1.047639425612297,1.0090049958368026,0.9911543148785814,0.5952612524990544

# Summary Black Level [DN] (avg ± std)
R,94.294,1.991
G1,96.204,2.028
G2,96.294,1.662
B,203.360,10.600
used,96.455,1.916

# Summary White Balance [scale] (avg ± std)
R,1.048,0.010
G1,0.996,0.009
G2,1.005,0.009
B,0.650,0.026
